I_mag	crit_current_neg	crit_current_pos
0.00626	-1248.0	1244.0
0.00627	-1258.0	1252.0
0.00628	-1266.0	1260.0
0.00629	-1272.0	1266.0
0.0063	-1278.0	1276.0
0.00631	-1280.0	1286.0
0.00632	-1284.0	1292.0
0.00633	-1286.0	1300.0
0.00634	-1290.0	1310.0
0.00635	-1290.0	1320.0
0.00636	-1290.0	1318.0
0.00637	-1288.0	1332.0
0.00638	-1290.0	1342.0
0.00639	-1288.0	1346.0
0.0064	-1288.0	1350.0
0.00641	-1284.0	1352.0
0.00642	-1282.0	1346.0
0.00643	-1284.0	1346.0
0.00644	-1286.0	1342.0
0.00645	-1286.0	1338.0
0.00646	-1290.0	1326.0
0.00647	-1290.0	1324.0
0.00648	-1294.0	1316.0
0.00649	-1296.0	1316.0
0.0065	-1308.0	1302.0
0.00651	-1314.0	1298.0
0.00652	-1322.0	1292.0
0.00653	-1322.0	1292.0
0.00654	-1334.0	1284.0
0.00655	-1338.0	1282.0
0.00656	-1340.0	1274.0
0.00657	-1346.0	1276.0
0.00658	-1334.0	1288.0
0.00659	-1350.0	1276.0
0.0066	-1342.0	1272.0
0.00661	-1342.0	1270.0
0.00662	-1338.0	1268.0
0.00663	-1332.0	1274.0
0.00664	-1320.0	1270.0
0.00665	-1308.0	1262.0
0.00666	-1308.0	1264.0
0.00667	-1290.0	1254.0
0.00668	-1278.0	1250.0
0.00669	-1264.0	1242.0
0.0067	-1264.0	1244.0
0.00671	-1240.0	1232.0
0.00672	-1230.0	1232.0
0.00673	-1222.0	1220.0
0.00674	-1212.0	1216.0
0.00675	-1204.0	1208.0
0.00676	-1196.0	1206.0
0.00677	-1194.0	1206.0
0.00678	-1192.0	1200.0
0.00679	-1204.0	1200.0
0.0068	-1192.0	1206.0
0.00681	-1190.0	1202.0
0.00682	-1192.0	1210.0
0.00683	-1194.0	1212.0
0.00684	-1206.0	1230.0
0.00685	-1214.0	1240.0
0.00686	-1222.0	1252.0
0.00687	-1220.0	1250.0
0.00688	-1238.0	1276.0
0.00689	-1250.0	1296.0
0.0069	-1268.0	1308.0
0.00691	-1264.0	1318.0
0.00692	-1272.0	1332.0
0.00693	-1276.0	1344.0
0.00694	-1280.0	1352.0
0.00695	-1304.0	1344.0
0.00696	-1278.0	1354.0
0.00697	-1280.0	1360.0
0.00698	-1284.0	1366.0
0.00699	-1290.0	1368.0
0.007	-1292.0	1374.0
0.00701	-1302.0	1364.0
0.00702	-1302.0	1368.0
0.00703	-1312.0	1364.0
0.00704	-1312.0	1362.0
0.00705	-1326.0	1354.0
0.00706	-1334.0	1342.0
0.00707	-1334.0	1334.0
0.00708	-1348.0	1328.0
0.00709	-1352.0	1314.0
0.0071	-1354.0	1306.0
0.00711	-1358.0	1302.0
0.00712	-1368.0	1298.0
0.00713	-1370.0	1300.0
0.00714	-1372.0	1284.0
0.00715	-1370.0	1280.0
0.00716	-1370.0	1278.0
0.00717	-1370.0	1270.0
0.00718	-1356.0	1256.0
0.00719	-1348.0	1250.0
0.0072	-1336.0	1248.0
0.00721	-1340.0	1246.0
0.00722	-1314.0	1230.0
0.00723	-1300.0	1226.0
0.00724	-1294.0	1216.0
0.00725	-1276.0	1208.0
0.00726	-1260.0	1198.0
0.00727	-1246.0	1188.0
0.00728	-1232.0	1184.0
0.00729	-1216.0	1172.0
0.0073	-1218.0	1170.0
0.00731	-1190.0	1158.0
0.00732	-1178.0	1158.0
0.00733	-1172.0	1156.0
0.00734	-1170.0	1160.0
0.00735	-1156.0	1156.0
0.00736	-1148.0	1160.0
0.00737	-1146.0	1166.0
0.00738	-1148.0	1168.0
0.00739	-1152.0	1186.0
0.0074	-1152.0	1196.0
0.00741	-1154.0	1216.0
0.00742	-1166.0	1230.0
0.00743	-1172.0	1240.0
0.00744	-1184.0	1258.0
0.00745	-1194.0	1270.0
0.00746	-1204.0	1284.0
0.00747	-1204.0	1284.0
0.00748	-1228.0	1314.0
0.00749	-1268.0	1326.0
0.0075	-1248.0	1340.0
