I_mag	crit_current_neg	crit_current_pos
0.00598	-1272.0	1212.0
0.00599	-1276.0	1214.0
0.006	-1280.0	1216.0
0.00601	-1282.0	1220.0
0.00602	-1282.0	1220.0
0.00603	-1280.0	1228.0
0.00604	-1276.0	1232.0
0.00605	-1274.0	1238.0
0.00606	-1272.0	1238.0
0.00607	-1262.0	1246.0
0.00608	-1256.0	1250.0
0.00609	-1248.0	1252.0
0.0061	-1238.0	1254.0
0.00611	-1230.0	1256.0
0.00612	-1222.0	1252.0
0.00613	-1208.0	1246.0
0.00614	-1202.0	1248.0
0.00615	-1198.0	1244.0
0.00616	-1192.0	1242.0
0.00617	-1190.0	1238.0
0.00618	-1188.0	1234.0
0.00619	-1190.0	1236.0
0.0062	-1190.0	1232.0
0.00621	-1192.0	1228.0
0.00622	-1196.0	1228.0
0.00623	-1196.0	1228.0
0.00624	-1210.0	1236.0
0.00625	-1220.0	1242.0
0.00626	-1230.0	1246.0
0.00627	-1240.0	1252.0
0.00628	-1248.0	1260.0
0.00629	-1258.0	1268.0
0.0063	-1266.0	1278.0
0.00631	-1274.0	1288.0
0.00632	-1278.0	1296.0
0.00633	-1284.0	1304.0
0.00634	-1290.0	1310.0
0.00635	-1290.0	1318.0
0.00636	-1290.0	1318.0
0.00637	-1290.0	1328.0
0.00638	-1290.0	1332.0
0.00639	-1290.0	1338.0
0.0064	-1294.0	1340.0
0.00641	-1292.0	1338.0
0.00642	-1292.0	1334.0
0.00643	-1288.0	1332.0
0.00644	-1288.0	1328.0
0.00645	-1290.0	1320.0
0.00646	-1290.0	1312.0
0.00647	-1290.0	1302.0
0.00648	-1292.0	1294.0
0.00649	-1294.0	1294.0
0.0065	-1298.0	1276.0
0.00651	-1300.0	1268.0
0.00652	-1304.0	1260.0
0.00653	-1304.0	1260.0
0.00654	-1312.0	1248.0
0.00655	-1316.0	1242.0
0.00656	-1318.0	1240.0
0.00657	-1320.0	1236.0
0.00658	-1320.0	1234.0
0.00659	-1318.0	1234.0
0.0066	-1314.0	1236.0
0.00661	-1310.0	1236.0
0.00662	-1302.0	1236.0
0.00663	-1296.0	1238.0
0.00664	-1286.0	1236.0
0.00665	-1276.0	1234.0
0.00666	-1276.0	1238.0
0.00667	-1254.0	1234.0
0.00668	-1244.0	1232.0
0.00669	-1238.0	1232.0
0.0067	-1234.0	1230.0
0.00671	-1216.0	1220.0
0.00672	-1204.0	1214.0
0.00673	-1190.0	1212.0
0.00674	-1184.0	1214.0
0.00675	-1178.0	1206.0
0.00676	-1172.0	1204.0
0.00677	-1168.0	1202.0
0.00678	-1168.0	1204.0
0.00679	-1170.0	1206.0
0.0068	-1176.0	1214.0
0.00681	-1178.0	1216.0
0.00682	-1186.0	1224.0
0.00683	-1184.0	1224.0
0.00684	-1200.0	1242.0
0.00685	-1210.0	1254.0
0.00686	-1224.0	1266.0
0.00687	-1224.0	1268.0
0.00688	-1244.0	1290.0
0.00689	-1254.0	1304.0
0.0069	-1264.0	1316.0
0.00691	-1274.0	1328.0
0.00692	-1278.0	1338.0
0.00693	-1280.0	1340.0
0.00694	-1286.0	1356.0
0.00695	-1300.0	1362.0
0.00696	-1302.0	1370.0
0.00697	-1308.0	1370.0
0.00698	-1308.0	1286.0
0.00699	-1226.0	1278.0
0.007	-1214.0	1276.0
0.00701	-1220.0	1272.0
0.00702	-1222.0	1270.0
0.00703	-1230.0	1264.0
0.00704	-1230.0	1266.0
0.00705	-1238.0	1254.0
0.00706	-1248.0	1246.0
0.00707	-1252.0	1238.0
0.00708	-1258.0	1228.0
0.00709	-1258.0	1218.0
0.0071	-1262.0	1208.0
0.00711	-1262.0	1194.0
0.00712	-1264.0	1186.0
0.00713	-1264.0	1186.0
0.00714	-1268.0	1176.0
0.00715	-1266.0	1170.0
0.00716	-1266.0	1164.0
0.00717	-1262.0	1166.0
0.00718	-1246.0	1156.0
0.00719	-1238.0	1144.0
0.0072	-1230.0	1142.0
0.00721	-1228.0	1142.0
0.00722	-1204.0	1132.0
0.00723	-1192.0	1126.0
0.00724	-1178.0	1120.0
0.00725	-1168.0	1116.0
0.00726	-1152.0	1108.0
0.00727	-1140.0	1102.0
0.00728	-1126.0	1100.0
0.00729	-1114.0	1100.0
0.0073	-1114.0	1100.0
0.00731	-1100.0	1122.0
0.00732	-1110.0	1100.0
0.00733	-1106.0	1100.0
0.00734	-1112.0	1100.0
0.00735	-1108.0	1100.0
0.00736	-1234.0	1100.0
0.00737	-1100.0	1104.0
0.00738	-1100.0	1102.0
0.00739	-1102.0	1120.0
0.0074	-1100.0	1132.0
0.00741	-1106.0	1144.0
0.00742	-1110.0	1156.0
0.00743	-1100.0	1166.0
0.00744	-1108.0	1184.0
0.00745	-1118.0	1194.0
0.00746	-1134.0	1210.0
0.00747	-1134.0	1210.0
0.00748	-1156.0	1236.0
0.00749	-1168.0	1248.0
0.0075	-1180.0	1260.0
